Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W,Twist_Linear_X,Twist_Linear_Y,Twist_Linear_Z,Twist_Angular_X,Twist_Angular_Y,Twist_Angular_Z,Steer_PWM,Throttle_PWM
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1477,1530
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1477,1530
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1477,1530
1.552586094761936e-05,9.402263526044757e-05,0.0,0.0,0.0,-2.009665693561177e-06,0.9999999999979806,0.00011639187174453951,0.0007048543421352512,0.0,0.0,0.0,-3.0131501556471133e-05,1477,1530
0.00012314952730535747,-0.0001541876018355217,0.0,0.0,0.0,5.44867955518124e-05,0.9999999985155945,0.001076160547116884,-0.002481899493228383,0.0,0.0,0.0,0.0011298388377385888,1477,1530
0.00010300909959750939,-0.00033942706023989364,0.0,0.0,0.0,5.34711014182617e-05,0.9999999985704207,-0.0001514605718456313,-0.0013916313259139924,0.0,0.0,0.0,-1.5261203459300726e-05,1477,1530
0.0001181075027094721,-0.00012584564145041533,0.0,0.0,0.0,4.068569931480367e-05,0.999999999172337,0.0001512230245417469,0.002135947545444843,0.0,0.0,0.0,-0.0002557259431633296,1477,1530
7.875186012777928e-05,-0.0002625437216313125,0.0,0.0,0.0,3.836169387825962e-05,0.9999999992641903,-0.0005884507356666776,-0.0020433022512243706,0.0,0.0,0.0,-6.947803220848362e-05,1477,1530
7.589961438878056e-05,-0.0003334387325486288,0.0,0.0,0.0,6.618517126897902e-05,0.9999999978097616,-2.857285016110235e-05,-0.000708848679931806,0.0,0.0,0.0,0.0005563916536893029,1477,1530
0.00021623892913595578,-0.0002546254037679548,0.0,0.0,0.0,4.7622740117764214e-05,0.9999999988660373,0.0014033150296958732,0.0007878450934085579,0.0,0.0,0.0,-0.00037120036756158596,1477,1530
0.00023493892599100704,-0.0003017735804953063,0.0,0.0,0.0,4.3298137587529875e-05,0.9999999990626356,0.0001400758698367486,-0.00035327052832290564,0.0,0.0,0.0,-6.480407193827615e-05,1477,1530
9.207965257437487e-05,-0.00023396771630671546,0.0,0.0,0.0,3.117052222631783e-05,0.9999999995141993,-0.001074004970646712,0.0005098732051371788,0.0,0.0,0.0,-0.00018235644491986945,1477,1530
-0.00011454072415703956,0.00011453706877976829,0.0,0.0,0.0,-6.4022116887622334e-06,0.9999999999795058,-0.0020652223694994916,0.0034838876149759852,0.0,0.0,0.0,-0.0007511767428317732,1477,1530
-0.00017599115472965337,-9.888355575803819e-05,0.0,0.0,0.0,1.7831873411324214e-05,0.9999999998410122,-0.0006145876041641723,-0.0021345983412778377,0.0,0.0,0.0,0.0004847689603869321,1477,1530
-0.00017599115472965337,-9.888355575803819e-05,0.0,0.0,0.0,1.7831873411324214e-05,0.9999999998410122,-0.0006145876041641723,-0.0021345983412778377,0.0,0.0,0.0,0.0004847689603869321,1477,1530
-9.779516184878609e-05,-0.0001653916403391445,0.0,0.0,0.0,4.273736498211053e-05,0.9999999990867589,0.0005844329409663262,-0.0004971140208148544,0.0,0.0,0.0,0.0003722960907107403,1477,1530
9.693065854247199e-05,-0.00031417686569798546,0.0,0.0,0.0,6.736387301440741e-05,0.9999999977310543,0.002938001362570283,-0.002245252571932184,0.0,0.0,0.0,0.0007431725282236228,1477,1530
-5.8824090474756055e-05,-0.00012367608852920393,0.0,0.0,0.0,2.5246178743428026e-05,0.9999999996813153,-0.0011661780306981184,0.001426723179365114,0.0,0.0,0.0,-0.000630797140990486,1477,1530
0.0001616884384356939,-0.00014155278818669197,0.0,0.0,0.0,-4.5623023616951505e-06,0.9999999999895927,0.0022066830048598956,-0.0001790054321782109,0.0,0.0,0.0,-0.0005965932032424321,1477,1530
0.00012212572996647195,-0.00038603914330477855,0.0,0.0,0.0,9.477797119513362e-05,0.9999999955085681,-0.0003956206010862863,-0.002444964959618238,0.0,0.0,0.0,0.0019868849461048667,1477,1530
8.650660698900504e-06,-0.00028324408883292245,0.0,0.0,0.0,7.404827396934856e-05,0.9999999972584266,-0.0008507148188473234,0.0007709411202239294,0.0,0.0,0.0,-0.000310871627466383,1477,1530
0.00029217131866567797,-0.0002481471773227145,0.0,0.0,0.0,2.7279243674511095e-05,0.9999999996279214,0.0028341248759399277,0.0003504090633219295,0.0,0.0,0.0,-0.0009350066041997947,1477,1530
-0.000108226351129786,-0.00021072369971732036,0.0,0.0,0.0,3.290349672786318e-05,0.9999999994586799,-0.0030022541703686695,0.00028077323616308795,0.0,0.0,0.0,8.434376419414689e-05,1477,1530
3.0599193218227764e-05,-0.00020945354660166702,0.0,0.0,0.0,3.5818302601548265e-05,0.9999999993585246,0.001388797907507681,1.261509409889509e-05,0.0,0.0,0.0,5.831886186418108e-05,1477,1530
3.0599193218227764e-05,-0.00020945354660166702,0.0,0.0,0.0,3.5818302601548265e-05,0.9999999993585246,0.001388797907507681,1.261509409889509e-05,0.0,0.0,0.0,5.831886186418108e-05,1477,1530
0.00017974554340273295,-0.00021960485299527755,0.0,0.0,0.0,3.8869418751371255e-05,0.9999999992445842,0.001120250139681847,-7.6327895578672e-05,0.0,0.0,0.0,4.583457745383558e-05,1477,1530
5.921540269091258e-05,-0.0002363316970232443,0.0,0.0,0.0,4.021048091705462e-05,0.9999999991915586,-0.0012051577362245677,-0.00016715301115262962,0.0,0.0,0.0,2.681775702621427e-05,1477,1530
8.087150051258857e-05,-0.00016905352596714772,0.0,0.0,0.0,1.0509584044574277e-06,0.9999999999994478,0.00021654578861631925,0.0006725490766386732,0.0,0.0,0.0,-0.0007829399094974534,1477,1530
0.0002213325698144024,-0.0002174580138723456,0.0,0.0,0.0,4.100613594149641e-05,0.9999999991592484,0.0010522997269950317,-0.00036263697289911235,0.0,0.0,0.0,0.0005986691270287674,1477,1530
-7.028951395088935e-05,-0.0001893545574777956,0.0,0.0,0.0,3.286002801395571e-05,0.9999999994601093,-0.0029167227896647403,0.00028132436728249717,0.0,0.0,0.0,-0.00016295148992876685,1477,1530
0.00014197469701424163,-0.00015690531447371643,0.0,0.0,0.0,3.161199588248393e-05,0.9999999995003408,0.002121666247591634,0.00032420055492091886,0.0,0.0,0.0,-2.4948916651573604e-05,1477,1530
8.114837879828217e-05,-5.591195985074209e-05,0.0,0.0,0.0,1.2787676361957965e-05,0.9999999999182376,-0.00045614379488785346,0.0007574695324090852,0.0,0.0,0.0,-0.00028236126334916964,1477,1530
1.219289650903836e-05,-0.00018537876463621024,0.0,0.0,0.0,2.4640336943221924e-05,0.9999999996964268,-0.0006895258769299775,-0.001294533903772105,0.0,0.0,0.0,0.00023703187879353465,1477,1530
9.085701307821757e-06,-5.950070674880898e-05,0.0,0.0,0.0,1.3587628793718363e-05,0.9999999999076882,-3.099689972136937e-05,0.0012582536420625522,0.0,0.0,0.0,-0.0002209613592561885,1477,1530
-9.814243041911556e-05,-0.00027637169687117283,0.0,0.0,0.0,7.723114650345884e-05,0.999999997017675,-0.001072565490876713,-0.0021691362795205472,0.0,0.0,0.0,0.0012731377137825716,1477,1530
-9.814243041911556e-05,-0.00027637169687117283,0.0,0.0,0.0,7.723114650345884e-05,0.999999997017675,-0.001072565490876713,-0.0021691362795205472,0.0,0.0,0.0,0.0012731377137825716,1477,1530
0.00015565845822448996,-0.00012058789700025978,0.0,0.0,0.0,2.2933583659882376e-05,0.9999999997370254,0.0019028641238075146,0.0011675794869624725,0.0,0.0,0.0,-0.0008141113402202852,1477,1530
0.00016011971597686998,-0.0003135295093120303,0.0,0.0,0.0,4.8774523593292954e-05,0.9999999988105229,4.452719752857412e-05,-0.0019295532360672375,0.0,0.0,0.0,0.0005168549788057782,1477,1530
1.3324385267590478e-05,-0.00027076395689283,0.0,0.0,0.0,4.69820859156384e-05,0.9999999988963418,-0.001101357709757918,0.0003209726141590827,0.0,0.0,0.0,-2.6896920510020416e-05,1477,1530
-1.1680114133964822e-05,0.00010259572812320271,0.0,0.0,0.0,-1.7449291661091005e-05,0.9999999998477611,-0.00037434846340550547,0.005597547756328429,0.0,0.0,0.0,-0.0019319463741268904,1477,1530
5.2895065741938004e-05,-5.287416777632591e-05,0.0,0.0,0.0,1.4821088642373638e-05,0.9999999998901676,0.0004851015978283661,-0.001167805737504952,0.0,0.0,0.0,0.00048480230003142543,1477,1530
-9.060651468337924e-05,-0.0001586244184001289,0.0,0.0,0.0,1.4994242399828761e-05,0.9999999998875864,-0.0014351476106322376,-0.0010575339961602977,0.0,0.0,0.0,3.4633175817179973e-06,1477,1530
-0.00041881611180652175,-0.0005523736502637136,0.0,0.0,0.0,0.0001234932561960637,0.9999999923747078,-0.00327772356789613,-0.00393200704213248,0.0,0.0,0.0,0.002167011472216825,1477,1530
-0.0002108898525300081,-0.0006000144348253413,0.0,0.0,0.0,0.00010486230062445635,0.999999994501949,0.0015587429438125662,-0.00035754980350074123,0.0,0.0,0.0,-0.000279353990557342,1477,1530
-0.0002108898525300081,-0.0006000144348253413,0.0,0.0,0.0,0.00010486230062445635,0.999999994501949,0.0015587429438125662,-0.00035754980350074123,0.0,0.0,0.0,-0.000279353990557342,1477,1530
0.00022632275432901477,-0.0006522540270521667,0.0,0.0,0.0,8.200854379334036e-05,0.9999999966372993,0.0043712732967012115,-0.0005232239051070522,0.0,0.0,0.0,-0.00045699744902131877,1477,1530
0.0003298675464611906,-0.0006159551915194935,0.0,0.0,0.0,0.0001004074080107161,0.9999999949591762,0.0006214710204455722,0.0002177494684329897,0.0,0.0,0.0,0.00022084555812709367,1477,1530
1.1497534125444627e-05,-0.00044788474952097096,0.0,0.0,0.0,8.268952549223528e-05,0.9999999965812212,-0.003179070803232027,0.001679076966343439,0.0,0.0,0.0,-0.00035387991395682697,1477,1530
-6.080075731556338e-05,-0.00048371092065421594,0.0,0.0,0.0,7.561517819003071e-05,0.9999999971411724,-0.0005431547363673308,-0.0002690390854839093,0.0,0.0,0.0,-0.00010628606471384307,1477,1530
0.00017116292684043539,-0.00036863651309751954,0.0,0.0,0.0,8.630739462648428e-05,0.9999999962755168,0.003463438104613875,0.0017175175618134217,0.0,0.0,0.0,0.0003192659442025401,1477,1530
-5.4254308658226635e-05,-0.00028604361976434313,0.0,0.0,0.0,2.4427677700598142e-05,0.9999999997016442,-0.001693982274186935,0.0006210069250281276,0.0,0.0,0.0,-0.0009300954748741748,1477,1530
7.744680430158316e-05,-0.0003643057953473623,0.0,0.0,0.0,6.116985011613638e-05,0.9999999981291247,0.0013172099905606333,-0.0007828270068042023,0.0,0.0,0.0,0.0007349757444937888,1477,1530
7.744680430158316e-05,-0.0003643057953473623,0.0,0.0,0.0,6.116985011613638e-05,0.9999999981291247,0.0013172099905606333,-0.0007828270068042023,0.0,0.0,0.0,0.0007349757444937888,1477,1530
5.0947177846241394e-05,-0.0003739723329762844,0.0,0.0,0.0,8.271484528146064e-05,0.9999999965791272,-0.00026501868933102694,-9.663682147517699e-05,0.0,0.0,0.0,0.0004309171410822307,1477,1530
0.00023659656050487057,-0.00039801966219789255,0.0,0.0,0.0,6.272237392935023e-05,0.9999999980329519,0.0013902273692193799,-0.00018031123301864746,0.0,0.0,0.0,-0.00029943193451910496,1477,1530
