Time_Step,Position_X,Twist_Linear_X,Twist_Linear_Y,Throttle_PWM,Twist_Angular_Z,Steer_PWM
0,-3.2442497460333293,0.7282667948594582,0.365648984072961,1570,0.9095219114428204,1780
1,-3.2442497460333293,0.7282667948594582,0.365648984072961,1570,0.9095219114428204,1780
2,-3.2541754593224965,0.7888892199215443,0.3245680192391018,1570,0.8979673251664608,1780
3,-3.2562368596334563,0.7889955183257611,0.4344627249885679,1570,0.8979673251664608,1780
4,-3.2492395958562774,0.7972847058378406,0.4074626927203587,1570,0.8979673251664608,1780
5,-3.2345243624067974,0.810642565593251,0.4725731114601771,1570,0.8979673251664608,1780
6,-3.200354711969596,0.810642565593251,0.4568832937326526,1570,0.9308949215793776,1780
7,-3.148913247304047,0.810642565593251,0.4766232468824345,1570,0.940833183504702,1780
8,-3.114330270243133,0.8638972329803515,0.5054151611272745,1569,0.9432301318244108,1780
9,-3.0777114470959464,0.8857207200294557,0.4835113847779761,1570,0.9432301318244108,1780
10,-2.994235749589265,0.8857207200294557,0.5078563194742336,1570,0.9432301318244108,1780
11,-2.896815859771685,0.8718218931489158,0.4591792266855222,1570,0.9577353259688922,1780
12,-2.800225986665572,0.8638972329803515,0.428411597171709,1570,0.9595563393178714,1780
13,-2.7472452361616604,0.8597891805797083,0.4196185431102691,1570,0.9595563393178714,1780
14,-2.663603609219513,0.8518182531494867,0.4469691049504937,1570,0.9620436589165218,1780
15,-2.5758071657717734,0.8406690229549504,0.4326351396361796,1570,0.9595563393178714,1780
16,-2.5230582600208478,0.8312762586134381,0.4348452577884679,1569,0.9620436589165218,1780
17,-2.342752973655014,0.8009865783742962,0.4319196648228869,1570,0.9671755945552348,1780
18,-2.313137479570439,0.7982673553781595,0.4009028654228567,1570,0.9671755945552348,1780
19,-2.2225910064257954,0.7982673553781595,0.4161313590235393,1570,0.9846582356457172,1780
20,-2.133928796281761,0.7849379298712889,0.4293895991597403,1570,0.9846582356457172,1780
21,-2.0220238681391187,0.7839368626970531,0.4016238430749195,1570,0.9846582356457172,1780
22,-1.9408659045691528,0.7839368626970531,0.4138705467441461,1570,0.9846582356457172,1780
23,-1.8868077937597023,0.7839368626970531,0.4011589123127734,1569,0.9969859472642876,1780
24,-1.8236039991441035,0.7913507522866872,0.4693195510822361,1570,0.9846582356457172,1780
25,-1.7219400983825128,0.8153694491353916,0.4601477755502068,1570,0.9969859472642876,1780
26,-1.6462398738198054,0.8153694491353916,0.384718176661257,1570,0.988950327823786,1780
27,-1.5799432377420548,0.8153694491353916,0.4160300563154845,1570,0.9977878536562964,1780
28,-1.5229103821555658,0.8153694491353916,0.4353792792529278,1570,0.988950327823786,1780
29,-1.469722948858777,0.8153694491353916,0.4196521195549736,1569,1.01657526377682,1780
30,-1.4411100806598611,0.8364034441875006,0.4187742572123855,1570,0.988950327823786,1780
31,-1.3827465208136602,0.8543378439289336,0.4370439078380738,1570,1.013662170489216,1780
32,-1.3539974952551257,0.8675169235766418,0.4367042760231351,1570,1.0069717761722798,1780
33,-1.3348013254374866,0.8812189220872985,0.4469681321202251,1570,1.0087304470389409,1780
34,-1.3218968263229731,0.8812189220872985,0.4187430931189196,1570,1.0069717761722798,1780
35,-1.3213701217936926,0.8812189220872985,0.4485939483972472,1570,1.0069717761722798,1780
36,-1.3216082223048504,0.8839096210385076,0.3596302542901324,1570,1.0069717761722798,1780
37,-1.3344644978077127,0.8894107593053057,0.4125548859845414,1570,1.0087304470389409,1780
38,-1.3795938058343995,0.8894107593053057,0.4103931272724651,1570,1.0087304470389409,1780
39,-1.405527825002856,0.8894107593053057,0.4255461418672035,1569,1.0087304470389409,1780
40,-1.4682288849189102,0.8991242193860661,0.4444456848341725,1570,1.0104137539699896,1780
41,-1.525635684008018,0.9084050143340074,0.4333202100533223,1570,1.0161681118915844,1780
42,-1.5678001159218231,0.9084050143340074,0.4074500012155536,1570,1.0290429314006182,1780
43,-1.6150660828887604,0.9194456521913742,0.435242299694281,1570,1.0290429314006182,1780
44,-1.6652982131663223,0.9194456521913742,0.4252080199756554,1570,1.0290429314006182,1780
45,-1.8280659598239708,0.9194456521913742,0.399593756148323,1570,1.0168426824043295,1780
46,-1.9187505828752325,0.9152033556391956,0.4283606481791128,1569,1.0290429314006182,1780
47,-1.979418288102652,0.9152033556391956,0.3852319877810365,1570,1.0168426824043295,1780
48,-2.110965506522091,0.9152033556391956,0.4523032527152105,1569,1.0168426824043295,1780
49,-2.175620534570461,0.9222719842952553,0.3996422182102229,1570,1.0159776554536957,1780
50,-2.2421009912164283,0.9284591070139844,0.402077627818774,1570,1.0168426824043295,1780
51,-2.345373360604732,0.9284591070139844,0.4275776954900531,1570,1.0159776554536957,1780
52,-2.414373043542389,0.9222719842952553,0.4046779917980197,1569,1.0159776554536957,1780
53,-2.5450603057745727,0.9277801201213516,0.3900380584069483,1570,1.0159776554536957,1780
54,-2.641808365884019,0.9209182160129366,0.3868438791799648,1569,1.0159776554536957,1780
55,-2.736547383870544,0.9180017928011432,0.4154609408829434,1570,1.0101891843489017,1780
56,-2.826159929746081,0.9180017928011432,0.3840648744127194,1570,1.0050843326367327,1780
57,-2.908563978897769,0.9209182160129366,0.4422260772171747,1569,1.0024777435635617,1780
58,-2.9846618624456216,0.912774946489022,0.4118958408277798,1570,0.9937471542439964,1780
59,-3.0592763891927293,0.912774946489022,0.3794890396966986,1570,0.9937471542439964,1780
60,-3.1240980580417306,0.912774946489022,0.3879291774120236,1570,0.988904261099075,1780
61,-3.1834103431058294,0.912774946489022,0.3676242892159264,1570,0.988904261099075,1780
62,-3.234235354225563,0.898606976801827,0.2943597615805463,1570,0.9850620338994244,1780
63,-3.2783727288444533,0.898606976801827,0.3120415293273188,1569,0.9816604649905818,1780
64,-3.312275472197164,0.8901035583129939,0.3141715182204038,1570,0.9770953805176832,1780
65,-3.3391449260282005,0.898606976801827,0.339733231302436,1570,0.9816604649905818,1780
66,-3.356743512941932,0.8901035583129939,0.3087037269082545,1570,0.9816604649905818,1780
67,-3.366806882958443,0.8901035583129939,0.2979154296020623,1570,0.9977951090052882,1780
68,-3.351753826987129,0.7913430789715817,0.4205929859521649,1570,0.9832377275611524,1780
69,-3.304766959133458,0.7913430789715817,0.413816854790135,1570,0.990310302040599,1780
70,-3.2818954323505385,0.7913430789715817,0.3640397119935104,1570,0.9977951090052882,1780
71,-3.236420084638812,0.8014052426434507,0.4215770897963656,1570,1.004559395566444,1780
72,-3.1837844389124776,0.8082479853339537,0.4182851985521301,1570,0.9977951090052882,1780
73,-3.144282278270498,0.8331517886379888,0.4139133261796774,1570,0.990310302040599,1780
74,-3.099166043305659,0.8331517886379888,0.4382800576662116,1569,0.990310302040599,1780
75,-3.0032562230932185,0.844773947584479,0.4470637319025052,1569,0.990310302040599,1780
76,-2.9510291329863896,0.8562416667265527,0.4246182874423864,1569,0.9900048041511262,1780
77,-2.816086567630354,0.846690533573316,0.3405674364187801,1570,0.9900048041511262,1780
78,-2.759527884935688,0.8487844840937874,0.3732131336933998,1570,0.9785605673263196,1780
79,-2.6717514098336137,0.8562416667265527,0.3878551029376792,1569,0.9809130557970376,1780
80,-2.6127474432541558,0.8562416667265527,0.3588556834547727,1570,0.980502078232706,1780
81,-2.5141690759003423,0.8487844840937874,0.4122369082881615,1570,0.980502078232706,1780
82,-2.417654217452543,0.8646907961471544,0.3929673202878239,1570,0.9809130557970376,1780
83,-2.3217584936622844,0.8646907961471544,0.4394901768147001,1570,0.9809130557970376,1780
84,-2.2275561323012334,0.8598351029988525,0.4088035252698656,1570,0.980502078232706,1780
85,-2.0427283143945,0.8466984836345197,0.4081713951128008,1570,0.980502078232706,1780
86,-2.0144986286717894,0.8410280184532083,0.5086928172880634,1569,0.980502078232706,1780
87,-1.902626851613474,0.8394046607538417,0.4416774251433549,1569,0.978349269429798,1780
88,-1.8520165363789165,0.8394046607538417,0.4317756352141946,1570,0.978349269429798,1780
89,-1.7802601984782944,0.8394046607538417,0.4518663245195943,1570,0.9748291834189527,1780
90,-1.7323377110841751,0.8362009558960657,0.431136300584843,1570,0.9748291834189527,1780
91,-1.690618515326487,0.8394765620334608,0.4357646935588782,1569,0.9735649525422204,1780
92,-1.5854930114970098,0.841317390042528,0.4447761004509616,1570,0.9793294550249374,1780
93,-1.5417474080586366,0.841317390042528,0.4339555750163739,1570,0.9793294550249374,1780
94,-1.5210557175185448,0.841317390042528,0.4470746240690119,1570,0.9800818436658694,1780
95,-1.490668816737562,0.841317390042528,0.4087007913690579,1570,0.9800818436658694,1780
96,-1.46684006069067,0.841317390042528,0.4378961533257735,1570,0.9820262277750956,1780
97,-1.4607434965777768,0.8418386632779026,0.3975959653531332,1569,0.9844641469237376,1780
